KPI ID,Sector,Sub-sector,SP/EF,Indicator Name,Definition,Disaggregation,Unit of measurement,Type of measurement
969,Health,WASH,SP 3 -Health and wellbeing,Number of people provided with hygiene facilities by the National Society.,"Population living in households that have a handwashing facility with soap and water at home. Handwashing facilities can consist of a sink with tap water, but can also include other devices that contain, transport or regulate the flow of water. Buckets with taps, tippy-taps and portable basins are all examples of handwashing facilities. Bar soap, liquid soap, powder detergent and soapy water all count as soap for monitoring purposes.- WHO. Exclusions: Do not include hygiene promotion without hardware (handwashing, bathing facilities). This should be included under integrated community-based health promotion activities. Indicator subset. Combines to form the associated core FDRS/P&B indicator","SAD, migrant/IDP/refugee, response/recovery phase",People,Number
970,Health,WASH,SP 3 -Health and wellbeing,Number of people reached by the National Society with solid waste disposal service.,"This is a service for removal from community not merely containers for storage, though these can be part of the service. Exclusions: Do not include hygiene promotion without hardware (handwashing, bathing facilities). This should be included under integrated community-based health promotion activities.","SAD, migrant/IDP/refugee",People,Number
972,Health,WASH,SP 3 -Health and wellbeing,Number of WASH facilities constructed/adapted to enable hygienic and private menstrual hygiene management.,"WASH Facilities: Infrastructure related to water supply, sanitation, and hygiene, including toilets, latrines, showers, handwashing stations, and water points. These facilities are essential for maintaining public health and hygiene. Constructed: The creation of new WASH facilities designed with features that support menstrual hygiene management from the ground up. Adapted: Modifications or upgrades to existing WASH facilities to incorporate features that support menstrual hygiene management. This can include the addition of private washing areas, disposal mechanisms for menstrual products, and improved cleanliness standards. Hygienic and Private Menstrual Hygiene Management: The ability to manage menstruation in a clean and private environment. This includes access to water, soap, safe disposal methods for menstrual products, and facilities that ensure privacy and dignity. Exclusions: Do not include hygiene promotion without hardware (handwashing, bathing facilities). This should be included under integrated community-based health promotion activities. Indicator subset. Combines to form the associated core FDRS/P&B indicator.","SAD, migrant/IDP/refugee",Metrics,Number
973,Health,WASH,SP 3 -Health and wellbeing,Number of people reached by faecal sludge management services.,"FSM is the removal of human waste from latrines, transport of waste, treatment of waste and safe disposal of the by-products.",SAD,People,Number
974,Health,WASH,SP 3 -Health and wellbeing,Number of people received personal hygiene kit which include menstrual hygiene management (MHM).,Can be in emergencies or non-emergencies. Kits which account for MHM consider menstruating girls and women. They include materials used for managing menstruation with dignity across different cultures and contexts and safe and appropriate means of disposal or hygienic care of reusable pads.- ELHRA,AD,People,Number
975,Health,WASH in emergencies,SP 3 -Health and wellbeing,Number of people reached by the RCRC for improved water source in emergencies.,"Outbreak response and prevention in emergencies. Improved - by nature of its construction, adequately protects the water from outside contamination, in particular from faecal matter. E.g. chlorine-treated emergency water, restoration of protected sources - piped household water connection, public standpipe, borehole, protected dug well, protected spring, rainwater collection. - WHO. Exclusions: Do not include hygiene promotion without hardware (handwashing, bathing facilities). This should be included under integrated community-based health promotion activities. Do not include non-emergency activities. It is important to separate emergency response from programme WASH as the quality, durability and sustainability often differs, and those delivering activities are not always the NS.",SAD,People,Number
978,"Health
National society development","WASH in emergencies
National society development",SP 3 -Health and wellbeing,"Number of National Societies with the ability to respond to outbreaks with WASH and/or treatment workforce (volunteers, staff) and materials.","Outbreaks which are responsive to WASH interventions are not limited to cholera and faecal-oral disease, but include many which are person-to-person spread where hygiene plays a role. This indicator requires that hardware interventions are included. Exclusions: Do not include hygiene promotion without hardware (handwashing, bathing facilities). This should be included under integrated community-based health promotion activities. Do not include non-emergency activities. It is important to separate emergency response from programme WASH as the quality, durability and sustainability often differs, and those delivering activities are not always the NS.",,NS,Number
981,Health,First aid,SP 3 -Health and wellbeing,Number of people who have completed at least one first aid course led or facilitated by the reporting National Society during the reporting year.,"FDRS definition: People who have completed at least one first aid course led or facilitated by the reporting National Society. Courses can be facilitated at any level, either online or face to face.",SAD,People,Number
983,"Health
National society development","First aid
National society development",SP 3 -Health and wellbeing,"Number of first aid volunteers trained in at least one first aid course led, or facilitated, by the National Society.",Training may be online or face-to-face. Volunteers include e those in communities as part of community health and risk reduction programmes. Indicator subset. Combines to form the associated core FDRS/P&B indicator,"SAD, migrant/IDP/refugee",Volunteers,Number
984,Health,First aid,SP 3 -Health and wellbeing,"Number of people in the general public and workplaces trained in at least one first aid course led, or facilitated, by the National Society.",Training may be online or face-to-face. May be for the public good or workplace first aid business. Indicator subset. Combines to form the associated core FDRS/P&B indicator,"SAD, migrant/IDP/refugee",People,Number
985,"Health
National society development","First aid
National society development",SP 3 -Health and wellbeing,Number of active volunteers trained in first aid.,Total number of volunteers who are currently engaged and actively participating in volunteer activities in the National Society who have received training in first aid at least once (any period of time).,SAD,Volunteers,Number
986,"Health
National society development","First aid
National society development",SP 3 -Health and wellbeing,"Number of people reached with first aid and pre-hospital care by trained RCRC volunteers or staff in a crisis, disaster or conflict.","This could include response to injuries in community work by volunteers, or in critical incidents, disasters and conflicts by first responders affiliated with the RCRC.","SAD, migrant/IDP/refugee",People,Number
987,Health,First aid,SP 3 -Health and wellbeing,Number of people reached with Search and Rescue activities conducted by the RCRC.,"The total number of individuals who have been located, assisted, or rescued during SAR operations. This includes people found alive, provided with medical aid, or evacuated to safer locations. Search and Rescue (SAR) Activities: Operations carried out to locate, assist, and rescue people in distress or danger. These activities can include the following. Land search and rescue missions. Water and marine rescues. Urban search and rescue operations during disasters. Mountain or wilderness rescues. Evacuation and medical aid provision.","SAD, migrant/IDP/refugee.",People,Number
989,"Health
National society development","Blood services
National society development",SP 3 -Health and wellbeing,"Number of people who have been newly recruited during the reporting year by the National Society, for voluntary unpaid blood donation, whether or not the National Society runs its own blood donation centre or blood bank,.","This is the number of new donors recruited, not the total. *This should be specified in the definition as voluntary non-remunerated blood donation – VNRBD. Recruited for blood donation: recruited by the National Society for either its own or another agency’s service.",SAD,People,Number
990,"Health
National society development","Blood services
National society development",SP 3 -Health and wellbeing,"Number of people who have been newly recruited during the reporting year by, the National Society, for voluntary unpaid blood donation, where the blood centre or blood bank or similar is run by the National Society,.","Run by the National Society: recruited by the NS for donation to RC own blood service. This may be entirely new donors or lapsed donors who the NS is active in recruiting to blood donation, through campaigns/ drives, events, etc. Indicator subset. Combines to form the associated core FDRS/P&B indicator","SAD, migrant/IDP/refugee",People,Number
991,"Health
National society development","Blood services
National society development",SP 3 -Health and wellbeing,"Number of people who have been newly recruited during the reporting year by, the National Society, for voluntary unpaid blood donation, where the blood centre or blood bank or similar is not run by the National Society.","Recruited for blood donation: recruited by the National Society for either its own or another agency’s service. This may be entirely new donors or lapsed donors who the NS is active in recruiting to blood donation, through campaigns/ drives, events, etc. Indicator subset. Combines to form the associated core FDRS/P&B indicator","SAD, migrant/IDP/refugee.",People,Number
992,Health,Blood services,SP 3 -Health and wellbeing,"Number of people whose attendance at a blood donation centre/blood bank or similar was facilitated by the National Society during the reporting year through transportation, escort or other assistance in attending.","This measures the NS’s work in facilitating access to voluntary non-remunerated blood donation even when centres are not operated by them, and so includes donors not included under the main FDRS indicator.",SAD,People,Number
993,Health,Blood services,SP 3 -Health and wellbeing,Number of blood collection campaigns for the reporting period.,A blood campaign is considered though not limited to any activity beyond the daily schedule of services that is done with the intent of increasing blood donations.,,Metrics,Number
994,Health,Blood services,SP 3 -Health and wellbeing,"Number of blood units collected at blood donation centres/blood banks or similar, owned or run by the reporting National Society, which were screened for transfusion transmissible Infections.",Numbers of people transported / escorted. This indicator along with number of bags together give an indication of quality assurance and an estimate of the number of units of blood which were used in life saving procedures. A unit is typically 450-525ml depending on local regulations.,,Metrics,Number
995,Health,Blood services,SP 3 -Health and wellbeing,"Number of blood bags (units) collected at blood donation centres/blood banks or similar, owned or run by the reporting National Society which were discharged due to expiry or other quality standards.",Numbers of units (blood quality). This indicator along with number of units together give an indication of quality assurance and an estimate of the number of units of blood which were used in life saving procedures. A unit is typically 450-525ml depending on local regulations.,,Metrics,Number
996,Health,Ambulance services,SP 3 -Health and wellbeing,Number of people transported by National Society’s ambulances / medical transport to health facilities.,"Individuals who receive medical transportation services from the National Society’s ambulances or medical transport vehicles to reach health facilities for treatment, emergency care, or other medical services. Indicator subset. Combines to form the associated core FDRS/P&B indicator","SAD, migrant/IDP/refugee",People,Number
997,Health,Ambulance services,SP 3 -Health and wellbeing,Number of ambulances operated by the National Society to provide medical transportation and pre-hospital care.,An ambulance can be any vehicle equipped for use as patient transport,"Land, sea, rotor wing or fixed wing",Metrics,Number
999,Health,Immunisation,SP 3 -Health and wellbeing,"Number of people reached, assisted by National Societies, with immunisation through routine services.","Includes: BCG by girls / boys; polio by girls / boys; DP* (*single and combined diphtheria/pertussis – whooping cough - containing vaccines. DPT, DP, D. P, etc.) by girls / boys; measles** (**single and combined vaccines containing measles – MR, M, MMR, MMRV, etc) by girls / boys; also vitamin A‡ (‡often with immunisation) by girls / boys; yellow fever people all ages; OCV/cholera people all ages; SARS-CoV2 people all ages; Influenza people all ages. This includes direct administering of vaccines through NS managed services. It DOES NOT INCLUDE delivery of mass media messages or support in mobilising people for vaccination (this can be included under Campaigns).","SAD, migrant/IDP/refugee, vaccine type",People,Number
1000,Health,Health services,SP 3 -Health and wellbeing,Number of people reached through primary health care / outreach services / mobile units / clinics operated by the National Society.,"Primary Health Care: Basic health services provided to individuals, including preventive, promotive, curative, and rehabilitative services. These services typically include general medical consultations, vaccinations, maternal and child health services, health education, and basic diagnostics. Outreach Services: Health services delivered outside traditional health facilities, often targeting remote or underserved populations. Outreach services can include community health worker visits, health camps, and health education sessions. Mobile Units: Mobile clinics or health units that travel to various locations to provide health services, particularly in areas lacking fixed health facilities. These units are equipped to deliver a range of medical services and may include staff such as doctors, nurses, and health educators. Clinics: Fixed health facilities operated by the National Society providing primary health care services to the community. These clinics may offer a variety of services, including general consultations, maternal and child health, and minor treatments.",SAD,People,Number
1001,Health,Health services,SP 3 -Health and wellbeing,Number of consultations through primary health care rooms / outreach services / mobile units / clinics operated by the National Society.,"Primary Health Care Rooms: Designated areas within health facilities operated by the National Society that provide basic health services, including general consultations, preventive care, and health education. Outreach Services: Health services delivered outside traditional health facilities, targeting remote or underserved populations. Outreach services include community health worker visits, health camps, and health education sessions. Mobile Units: Mobile clinics or health units that travel to various locations to provide health services, particularly in areas lacking fixed health facilities. These units are equipped to deliver a range of medical services and may include staff such as doctors, nurses, and health educators. Clinics: Fixed health facilities operated by the National Society providing primary health care services to the community. These clinics offer various services, including general consultations, maternal and child health care, and minor treatments.",,Metrics,Number
1002,Health,Immunisation,SP 3 -Health and wellbeing,Percentage of children 12-23 months in health facility catchment area who have received [target vaccine].,Nominator: number of most recent pregnancies that received four or more ANC consultations by a skilled health worker. Denominator: total number of most recent pregnancies in the catchment area in the last five years. Baseline-endline indicator. Population representative survey of experience of most senior woman of childbearing age (15-49y) in household. Child health/vaccination cards or parental recollection relating to any children aged 12-23 months (must include age and sex). [following WHO question structure],SAD,People,Percentage
1003,Health,Emergency health services,SP 3 -Health and wellbeing,"Number of local health facilities supported with staff, equipment and/or running costs for the provision of medical services in emergencies.",This metric is meant to capture the non ERU health facilties. It will be up to the local actor if ORPs with health care will be included though at the minimum any clinical care rendered at a fixed or mobile location not captured in another location will be captured by this indicator.,"SAD, migrant/IDP/refugee",Metrics,Number
1004,Health,Emergency health services,SP 3 -Health and wellbeing,"Number of people reached, assisted with emergency health care and medical treatment through RCRC primary healthcare services or different clinical Emergency Response Unit (ERU) configurations of the RCRC Movement.","This number will be in addition to the formal RC EC ERU or RC EH ERU. This indicator will include care locations such as but not limited to primary health centers that are surge staffed by RC/RC staff, volunteers, or delegates. Primary Healthcare Services: Basic healthcare services provided by the RCRC, including preventative care, treatment of common illnesses, maternal and child health services, immunizations, and health education. Clinical ERU Configurations (Emergency Response Units) include the following. Basic Health Care Units: Provide essential primary health care services; Surgical Units: Offer emergency surgical interventions. Hospital Units: Deliver comprehensive inpatient and outpatient care. Specialized Care Units: Provide specific medical services like maternal and child health or infectious disease management.","SAD, migrant/IDP/refugee",People,Number
1005,Health,Emergency health services,SP 3 -Health and wellbeing,Number of consultations through the National Society’s medical services or RC/RC clinical ERU.,"The World Health Organization (WHO) defines a patient visit as an encounter between a patient and a healthcare provider or healthcare facility for the purpose of receiving medical care, treatment, or consultation. This encounter typically involves the patient providing information about their medical history, current symptoms, and any relevant concerns, followed by an assessment by the healthcare provider, which may include a physical examination, diagnostic tests, and the development of a treatment plan. Patient visits for this context will be counted if the interaction occurs in either of the previously noted locations. The definition of NS medical services will be left to the NS to define. Clinical ERU will be a fixed or mobile RC/RC Emergency Clinic or Emergency Hospital. Other clinical services may exist in the future and should be included though at the time of writing these are the only clinical services that are provided as ERUs. The spirit of this definition is to be inclusive of any clinical services that meet the WHO definition and are rendered by the RC/RC movement moving forward.","SAD, migrant/IDP/refugee",Metrics,Number
1006,Health,Immunisation,SP 3 -Health and wellbeing,"Number of people reached, assisted by ERUs / ERTs operated by RCRC Movement, with immunisation.","Includes: BCG by girls / boys; polio by girls / boys; DP* (*single and combined diphtheria/pertussis – whooping cough - containing vaccines. DPT, DP, D. P, etc.) by girls / boys; measles** (**single and combined vaccines containing measles – MR, M, MMR, MMRV, etc) by girls / boys; also vitamin A‡ (‡often with immunisation) by girls / boys; yellow fever people all ages; OCV/cholera people all ages; SARS-CoV2 people all ages; Influenza people all ages. This includes direct administering of vaccines through the facility. It DOES NOT INCLUDE delivery of mass media messages or support in mobilising people for vaccination (this can be included under Campaigns).","SAD, migrant/IDP/refugee, vaccine type",People,Number
1007,Health,Health services,SP 3 -Health and wellbeing,Number of emergency health kits (IEHK) distributed.,"Emergency health kits (IEHK): Pre-packaged sets of medical supplies and equipment designed to meet the immediate health needs of a population affected by emergencies. These kits typically include the following. Basic medical supplies (bandages, gauze, gloves). Medications (antibiotics, analgesics, antimalarials). Medical equipment (stethoscopes, thermometers). Reproductive health supplies. Water purification tablets",,Metrics,Number
1008,Health,Health services,SP 3 -Health and wellbeing,Number of people reached through secondary and tertiary health care services operated by the National Society.,"Indicator subset. Combines to form the associated core FDRS/P&B indicator. Secondary Health Care Services: Medical care provided by specialists who generally do not have first contact with patients. These services include the following. Specialized outpatient clinics. Emergency and trauma care. Inpatient hospital services. Basic surgical procedures. Specialist consultations (e.g., cardiology, dermatology, orthopedics). Tertiary Health Care Services: Advanced medical care typically provided in hospitals or specialized centers, often involving complex procedures and treatments. These services include the following. Advanced surgical procedures. Intensive care units (ICUs). Specialized medical and surgical services (e.g., oncology, neurosurgery, cardiothoracic surgery). Comprehensive diagnostic services (e.g., MRI, CT scans). Rehabilitation services.","SAD, migrant/IDP/refugee",People,Number
1009,Health,Health services,SP 3 -Health and wellbeing,Number of consultations through secondary and tertiary health care services operated by the National Society.,"If 'people reached' is not feasible Indicator subset. Combines to form the associated core FDRS/P&B indicator. Secondary Health Care Services: Medical care provided by specialists who generally do not have first contact with patients. These services include the following. Specialized outpatient clinics. Emergency and trauma care. Inpatient hospital services. Basic surgical procedures. Specialist consultations (e.g., cardiology, dermatology, orthopedics). Tertiary Health Care Services: Advanced medical care typically provided in hospitals or specialized centers, often involving complex procedures and treatments. These services include the following. Advanced surgical procedures. Intensive care units (ICUs). Specialized medical and surgical services (e.g., oncology, neurosurgery, cardiothoracic surgery). Comprehensive diagnostic services (e.g., MRI, CT scans). Rehabilitation services.",,Metrics,Number
1010,Health,Emergency health services,SP 3 -Health and wellbeing,Number of patient visits at health care facility ERUs / ERTs operated by RCRC Movement.,"This indicator measures the total number of patient visits to healthcare facilities, specifically Emergency Response Units (ERUs) or Emergency Response Teams (ERTs), operated by the Red Cross and Red Crescent (RCRC) Movement within a specified period",SAD,Visits,Number
1011,Health,Emergency health services,SP 3 -Health and wellbeing,Number of consultations through secondary health care facility Emergency Response Units / Emergency Response Teams operated by RCRC Movement.,This measure should be used if it is not possible to identify unique users of the service. ERUs are emergency response units - multilateral. ERTs are emergency response teams - NS.,,Metrics,Number
1012,Health,Health services,SP 3 -Health and wellbeing,Number of childbirths attended by a skilled health worker in a health facility operated by the National Society.,"Indicator subset. Combines to form the associated core FDRS/P&B indicator. Skilled Health Worker: A healthcare professional trained and competent to manage normal deliveries and recognize, manage, or refer complications. Skilled health workers include the following. Obstetricians. Midwives. Nurses trained in midwifery.",AD,Metrics,Number
1013,Health,Health services,SP 3 -Health and wellbeing,Number of pregnancies where postnatal or antenatal care is delivered by a skilled health worker in a health facility operated by the National Society.,"Indicator subset. Combines to form the associated core FDRS/P&B indicator. Skilled Health Worker: A healthcare professional trained and competent to provide maternal health services. Skilled health workers include the following. Obstetricians. Midwives. Nurses trained in midwifery. Health Facility Operated by the National Society: Medical facilities managed and run by the National Society, including hospitals, clinics, and specialized maternity centres.",,Metrics,Number
1014,Health,Health services,SP 3 -Health and wellbeing,Number of pregnancies where postnatal care is delivered by a skilled health worker in a health facility operated by the National Society within 6 weeks of a delivery.,"PNC is postnatal care. Indicator subset. Combines to form the associated core FDRS/P&B indicator. Skilled healthcare worker: A healthcare professional who is trained and competent to manage normal deliveries and recognize, manage, or refer complications. Skilled health workers include the following. Obstetricians. Midwives. Nurses trained in midwifery.","Disability, migrant/IDP/refugee.",Metrics,Number
1015,Health,Health services,SP 3 -Health and wellbeing,Number of women of reproductive age (15-49y) reached by reproductive and sexual health services delivered by a skilled health worker in a health facility operated by the National Society.,"Reproductive health services exclude antenatal care, safe delivery and post-natal care and are: family planning counselling, prevention and appropriate treatment of infertility, prevention of unsafe abortion and the management of the consequences of abortion, treatment of reproductive tract infections, sexually transmitted diseases and other reproductive health conditions; and education, counselling, as appropriate, on human sexuality, reproductive health and responsible parenthood, services regarding HIV/AIDS, teratogenic infections and conception, breast cancer, infertility, delivery, hormone therapy, sex reassignment therapy, abortion, active discouragement of female genital mutilation (FGM). It also includes information or materials offered on any of the above. Health Facility Records: Logs and documentation from health facilities capturing the number of women receiving reproductive and sexual health services. Patient Records: Individual health records documenting the services received by women of reproductive age. Program Reports: Detailed reports from reproductive and sexual health programs and initiatives conducted by the National Society, including the number of women reached. Monitoring and Evaluation Reports: Regular reports assessing the implementation and impact of reproductive and sexual health services, including data on the number of women reached.Indicator subset. Combines to form the associated core FDRS/P&B indicator",AD,People,Number
1016,Health,Health services,SP 3 -Health and wellbeing,Number of facilities operated by the National Society providing sexual and reproductive health services.,"Sexual and Reproductive Health Services: A broad range of health services related to reproductive and sexual health, including the following. Family planning and contraceptive services. Prenatal and postnatal care. Screening and treatment for sexually transmitted infections (STIs). Cervical and breast cancer screenings. Sexual health education and counseling. Services related to menstrual health and hygiene. Infertility services. Services for gender-based violence survivors.",,Metrics,Number
1017,Health,Health services,SP 3 -Health and wellbeing,Percentage of most recent pregnancies in last 5 years in the catchment area of the National Society health facility receiving 4 or more antenatal care consultations by a skilled health worker.,"Baseline-endline recommended measure. Numerator: number of most recent pregnancies that received four or more ANC consultations by a skilled health worker. Denominator: total number of most recent pregnancies in the catchment area in the last five years. Antenatal Care (ANC) Consultations: Visits by a pregnant woman to a healthcare provider for monitoring and managing her pregnancy. These consultations typically include the following. Health assessments and screenings. Nutritional counselling. Education on pregnancy, childbirth, and postnatal care. Management of pregnancy-related complications. Skilled health workers include the following. Obstetricians. Midwives. Nurses trained in midwifery.",AD,Metrics,Percentage
1018,Health,Health services,SP 3 -Health and wellbeing,Percentage of most recent pregnancies in last 5 years in the catchment area of the National Society health facility receiving a postnatal care consultation by a skilled health worker within 6 weeks of a delivery.,Numerator: pregnancies in last 5 years with PNC by skilled health worker within 6 weeks of delivery. Denominator: total pregnancies within last 5 years. Baseline-endline recommended measure. Postnatal Care (PNC) Consultation: A health check-up conducted by a healthcare provider within six weeks after the birth. This consultation typically includes the following. Assessment of the mother’s physical and emotional well-being. Monitoring of the newborn’s health and development. Guidance on breastfeeding and nutrition. Counselling on family planning and maternal health. Skilled health workers include the following. Obstetricians. Midwives. Nurses trained in midwifery.,,Metrics,Percentage
1019,Health,Health services,SP 3 -Health and wellbeing,Percentage of women of reproductive age (15-49y either using contraception or women who want to stop or delay childbearing but are not using any) in the catchment area of the National Society health facility who were provided with (or whose male partner was provided with) a modern family planning method in the last 12 months.,Contraceptive prevalence- adapted SDG 3.7.1. Baseline-endline recommended measure. Numerator: number of women aged 15-49 years (or their male partners) who were provided with a modern family planning method. Denominator: total number of women aged 15-49 years in the catchment area who either are using contraception or want to stop or delay childbearing but are not using any method. Modern Family Planning Methods: Contraceptive methods that are considered effective and scientifically validated. These methods include the following. Oral contraceptive pills. Intrauterine devices (IUDs). Injectable contraceptives. Implants. Condoms (male and female). Sterilization (male and female). Emergency contraception. Contraceptive patches. Vaginal rings. They do NOT include abortions.,AD,People,Percentage
1020,Health,Emergency health services,SP 3 -Health and wellbeing,"Number people reached with clinical Reproductive, Maternal, Newborn, and Child Health (RMNCH) services in emergencies.","This indicator measures the total number of individuals who receive clinical Reproductive, Maternal, Newborn, and Child Health (RMNCH) services provided by the Red Cross and Red Crescent (RCRC) Movement during emergency situations. Clinical RMNCH Services: 	Reproductive Health: Services including family planning, contraception, prevention and treatment of sexually transmitted infections (STIs), and reproductive health education. Maternal Health: Services for pregnant and postpartum women, including antenatal care, skilled birth attendance, postnatal care, and management of complications during pregnancy and childbirth. Newborn Health: Services for newborns, including neonatal care, early initiation of breastfeeding, immunizations, and treatment of newborn illnesses. Child Health: Services for children, including immunizations, growth monitoring, nutrition support, treatment of common childhood illnesses, and health education.",SAD,People,Number
1021,Health,Disability equipment and rehabilitation,SP 3 -Health and wellbeing,"Number of people who were provided by the National Society, on loan or as a gift, at least one assistive device designed to reduce the impact of a temporary or permanent disability.","Devices may include computers, wheelchairs, hearing aids, prosthetics, safety and communications devices, etc. Indicator subset. Combines to form the associated core FDRS/P&B indicator","SAD, type of disability (Mobility, hearing problems or psychosocial disability (mental health condition)",People,Number
1022,Health,Disability equipment and rehabilitation,SP 3 -Health and wellbeing,Number of patient visits by physical rehabilitation services.,"Rehabilitation therapies may include physiotherapy, stroke management, support after amputations and accidents, prosthetics and orthotics services, speech therapy, etc. (includes survivors of UXOs unexploded ordnance, ERW explosive remnants of war, and anti-personnel or landmines). Indicator subset. Combines to form the associated core FDRS/P&B indicator","Type of disability (Mobility, hearing problems or psychosocial disability (mental health condition)",People visits,Number
1023,Health,Nutrition,SP 3 -Health and wellbeing,Number of children under 5 years who have been enrolled in supplementary feeding delivered by the National Society following assessment.,"Supplementary Feeding: Provision of additional food to children who are at risk of malnutrition or are already malnourished. This includes providing nutrient-rich foods or supplements to improve their nutritional intake and support their growth and development. Exclusions: Do not include general food distributions during emergencies. These are Relief, not Health. Indicator subset. Combines to form the associated core FDRS/P&B indicator",SAD,People,Number
1024,Health,Nutrition,SP 3 -Health and wellbeing,Number of children under 5 years who have been enrolled in a supplementary feeding programme of another agency following assessment by the National Society.,"Supplementary Feeding Programme: Provision of additional food to children who are at risk of malnutrition or are already malnourished. This includes providing nutrient-rich foods or supplements to improve their nutritional intake and support their growth and development. Following Assessment: The Enrolment of children in the supplementary feeding program is based on a formal assessment process conducted by the National Society that identifies those who are in need of nutritional support. This assessment may include health screenings, growth monitoring, and nutritional status evaluations. Exclusions: Do not include general food distributions during emergencies. These are Relief, not Health. Indicator subset. Combines to form the associated core FDRS/P&B indicator",SAD,People,Number
1025,Health,Nutrition,SP 3 -Health and wellbeing,Number of caregivers who received guidance on psychosocial stimulation for their children.,"Examples of guidance: (e.g. awareness raising on infant care practices, baby massage sessions, counselling sessions, mother-baby support groups) Caregivers: Individuals responsible for the care and upbringing of children. This includes parents, guardians, and other family members who play a primary role in a child’s daily life and development. Guidance on Psychosocial Stimulation: Information and training provided to caregivers on practices that promote the mental, emotional, and social development of children. This may include activities such as interactive play, communication, emotional support, and creating a stimulating environment. Indicator subset. Combines to form the associated core FDRS/P&B indicator",SAD,People,Number
1026,"Health
National society development","Nutrition
National society development",SP 3 -Health and wellbeing,Percentage of cases of acute malnutrition identified through volunteer screenings referred for treatment.,"Acute Malnutrition Cases Identified: Children who have been identified as having acute malnutrition based on specific clinical criteria during screenings conducted by volunteers. This typically includes measures such as Mid-Upper Arm Circumference (MUAC), weight-for-height Z-scores, or the presence of bilateral pitting edema. Volunteer Screenings: Screening activities conducted by trained volunteers to identify children with acute malnutrition. These screenings are typically carried out in community settings and may involve home visits, community health centers, or during local events. Referred for Treatment: The process of directing identified cases of acute malnutrition to appropriate treatment services, which may include outpatient therapeutic programs (OTPs), stabilization centers, or supplementary feeding programs. Referral involves informing caregivers about the condition, providing necessary information and guidance, and ensuring access to treatment facilities. Exclusions: Do not include general food distributions during emergencies. These are Relief, not Health. Indicator subset. Combines to form the associated core FDRS/P&B indicator","SAD, migrant/IDP/refugee",Metrics,Percentage
1027,Health,Health promotion services,SP 3 -Health and wellbeing,Number of people reached by National Society’s community health promotion.,"Includes WASH; nutrition / breastfeeding; first aid; RMNCAH (reproductive, maternal, neonatal, child and adolescent health); specific disease health promotion (malaria, dengue, zika, HIV, tuberculosis); accidents including traffic; other community health promotion (Communities are defined as sites – villages, towns, districts, schools, workplaces, prisons, camps, slums. Health promotion can be practical communication in any form relating to these areas of risk. This is exclusive of hardware (covered under WASH or vector control or care in the community respectively). This area covers most of what is in CBHFA (community-based health and first aid). If only a sub-group of the population, this can be estimated by multiplying the population (e.g. population of 10 villages =2400) by the percentage (%) comprising that subgroup e.g. All women of child-bearing age, 26% (from the national population pyramid). 26% x 2400 = 624. Again, if covering the whole community, the community is counted ONE TIME for each year, NOT for each health promotion activity (ensuring no duplication). Exclusion: Activities with a mental health and psychosocial support focus should be reported under that indicator. Indicator subset. Combines to form the associated core FDRS/P&B indicator","SAD, migrant/IDP/refugee",People,Number
1028,Health,Health promotion services,SP 3 -Health and wellbeing,Percentage of women of reproductive age (15-49 years old) either using contraception or women who want to stop or delay childbearing but are not using any in the community who were provided with (or whose male partner was provided with) a modern family planning method in the last 12 months.,Contraceptive prevalence- SDG 3.7.1. Baseline-endline recommended measure. CBHFA indicators (outcomes) - these were accepted by a development and consultation process as the main measures of community-based health programmes in 2011 and revised in 2013. See at base of table. Modern Family Planning Methods: Contraceptive methods that are considered effective and scientifically validated. These methods include the following. Oral contraceptive pills. Intrauterine devices (IUDs). Injectable contraceptives. Implants. Condoms (male and female). Sterilization (male and female). Emergency contraception. Contraceptive patches. Vaginal rings. They do NOT include abortions.,"SAD, migrant/IDP/refugee.",People,Percentage
1029,Health,Health promotion services,SP 3 -Health and wellbeing,Percentage of target population reached with health promotion as a response to an emergency.,"Numerator: number of individuals reached by health promotion activities. Denominator: total number of individuals in the target population. Health Promotion Activities: Interventions designed to educate and inform the target population about health practices that can prevent disease and promote well-being during an emergency. These activities can include the following. Community workshops and seminars. Distribution of informational materials (flyers, brochures, posters). Radio and television broadcasts. Social media campaigns. Health education through schools and workplaces. Support groups and counseling sessions. Online webinars and virtual workshops. This measurement EXCLUDES activities with a mental health and psychosocial support focus, which should be reported under that respective sub-sector.",SAD,People,Percentage
1030,"Health
National society development","Health promotion services
National society development",SP 3 -Health and wellbeing,Number of people reached with health promotion as a response to an emergency by community-based volunteers.,"Health Promotion Activities: Interventions designed to educate and inform the target population about health practices that can prevent disease and promote well-being during an emergency. These activities can include the following. Community workshops and seminars. Distribution of informational materials (flyers, brochures, posters). Radio and television broadcasts. Social media campaigns. Health education through schools and workplaces. Support groups and counseling sessions. Online webinars and virtual workshops. This measurement EXCLUDES activities with a mental health and psychosocial support focus, which should be reported under that respective sub-sector.",SAD,People,Number
1031,"Health
National society development","Health promotion services
National society development",SP 3 -Health and wellbeing,Number of community-based health and First Aid (CBHFA) volunteers active during emergency (includes first aid trained volunteers).,Volunteers who are actively participating in emergency response activities. This includes the following. Providing first aid and basic healthcare. Assisting in health promotion and disease prevention. Supporting evacuation and shelter operations. Participating in search and rescue efforts. Distributing relief supplies and health resources.,SAD,Volunteers,Number
